|`` Do you say , '' resumed dâ€™Artagnan , `` that you suspect that impertinent gentleman ? '' |	M. dâ€™Artagnan	DEFAULT								
|`` I tell you I am sure of it , '' continued the host . |	M. dâ€™Artagnan	DEFAULT								
|`` When I informed him that your lordship was the protege of Monsieur de Treville , and that you even had a letter for that illustrious gentleman , he appeared to be very much disturbed , and asked me where that letter was , and immediately came down into the kitchen , where he knew your doublet was . '' |	DEFAULT	DEFAULT	M. dâ€™Artagnan	Monsieur de Treville						
|`` Then that 's my thief , '' replied dâ€™Artagnan . |	M. dâ€™Artagnan									
|`` I will complain to Monsieur de Treville , and Monsieur de Treville will complain to the king . '' |	M. dâ€™Artagnan	Monsieur de Treville								
|He then drew two crowns majestically from his purse and gave them to the host , who accompanied him , cap in hand , to the gate , and remounted his yellow horse , which bore him without any further accident to the gate of St. Antoine at Paris , where his owner sold him for three crowns , which was a very good price , considering that dâ€™Artagnan had ridden him hard during the last stage . |	DEFAULT	M. dâ€™Artagnan								
|Thus the dealer to whom dâ€™Artagnan sold him for the nine livres did not conceal from the young man that he only gave that enormous sum for him on the account of the originality of his color . |	DEFAULT	M. dâ€™Artagnan								
|Thus dâ€™Artagnan entered Paris on foot , carrying his little packet under his arm , and walked about till he found an apartment to be let on terms suited to the scantiness of his means . |	M. dâ€™Artagnan									
|This chamber was a sort of garret , situated in the Rue des Fossoyeurs , near the Luxembourg . |										
|As soon as the earnest money was paid , dâ€™Artagnan took possession of his lodging , and passed the remainder of the day in sewing onto his doublet and hose some ornamental braiding which his mother had taken off an almost-new doublet of the elder M. dâ€™Artagnan , and which she had given her son secretly . |	M. dâ€™Artagnan	DEFAULT								
|Next he went to the Quai de Feraille to have a new blade put to his sword , and then returned toward the Louvre , inquiring of the first Musketeer he met for the situation of the hotel of M. de Treville , which proved to be in the Rue du Vieux-Colombier ; that is to say , in the immediate vicinity of the chamber hired by dâ€™Artagnan -- a circumstance which appeared to furnish a happy augury for the success of his journey . |	M. dâ€™Artagnan	Monsieur de Treville								
|After this , satisfied with the way in which he had conducted himself at Meung , without remorse for the past , confident in the present , and full of hope for the future , he retired to bed and slept the sleep of the brave . |	M. dâ€™Artagnan									
|This sleep , provincial as it was , brought him to nine oâ€™clock in the morning ; at which hour he rose , in order to repair to the residence of M. de Treville , the third personage in the kingdom , in the paternal estimation . |	M. dâ€™Artagnan	Monsieur de Treville								
