Shuffle	sentenceID	pre-context	sentence to be annotated	post-context	# people sentence	character 1	character 2	character 3	character 4	character 5	character 6	character 7	character 8	character 9	character 10
0.945019406611137	361	|My lords , I know little of children myself , and it seemed to me - It 's fine , Burrich , it 's fine , Verity said quietly , cutting him off . |	|If it had to be thought about , I should have done the thinking . |	|I left it to you , and I do n't find fault with it . |	1	Prince Verity									
0.524459428151048	281	|I accepted it as something he thought I should know . |	|Here , he said finally . |	|This 'll do . |	1	DEFAULT									
0.27337865596014	349	|The scarf at his throat was secured with a leaping stag done in gold , its single eye a winking green gem . |	|And the careful turn of his words was like a twisted chain of gold compared to the simple links of Verity 's speech . |	|Regal , I had given it no thought . |	2	Prince Verity	Regal								
0.474688151937099	69	|He looked both the old man and me up and down with a soldier 's practiced suspicion , and then stood there silently , waiting for us to state our business . |	|I think it rattled the old man a bit , and stimulated him , not to fear , but to anger . |	|For he suddenly dropped my hand and instead gripped me by the back of my coat and swung me forward , like a whelp offered to a prospective new owner . |	2	DEFAULT	DEFAULT								
0.347640572448238	153	|The man shrugged as if the matter were of no great importance . |	|The boy looks well tended . |	|I give it a week , a fortnight at most , before she 's whimpering at the kitchen door because she misses her pup . |	1	DEFAULT									
0.175668001773317	77	|I 've enough to tend to of my own , what with my woman getting on in years , and this one 's mother to keep and feed . |	|For not a man will have her now , not a man , not with this pup running at her heels . |	|So you take him , and give him to his father . |	1	DEFAULT									
0.019358653418017	39	|It did not let me slip on the icy streets , but it did not let me escape my fate , either . |	|It was as implacable as the icy gray rain that glazed the trampled snow and ice of the graveled pathway outside the huge wooden doors of the fortified building that stood like a fortress within the town itself . |	|The doors were tall , not just to a six-year-old boy , but tall enough to admit giants , to dwarf even the rangy old man who towered over me . |	0										
0.795551978903766	458	|If all I had ever done was to be born and discovered , I would have left a mark across all the land for all time . |	|I grew up fatherless and motherless in a court where all recognized me as a catalyst . |	|And a catalyst I became . |	1	DEFAULT									
0.926179290842673	83	|Whose get ? |	|he asked , and his tone was not one of curiosity , but only that of a man who asks for more specific information on a situation , in order to report well to a superior . |	|Chivalry 's , the old man said , and he was already turning his back on me , taking his measured steps down the graveled pathway . |	1	DEFAULT									
0.454314799533931	36	|The hand was hard and rough , trapping mine within it . |	|And yet it was warm , and not unkind as it held mine . |	|Only firm . |	1	DEFAULT									
0.699109845017329	445	|Years later I was given to understand that his diplomacy had gone well indeed , securing a treaty and peace that lasted well into my teens and earning the respect and even fondness of the Chyurda . |	|In truth , I was his only failure that year , but I was a monumental one . |	|He preceded us home to Buckkeep , where he abdicated his claim to the throne . |	2	DEFAULT	DEFAULT								
0.736963459519005	160	|Boy , I said . |	|I do not know if I was merely repeating what he and the guardsman had called me , or if I truly had no name besides the word . |	|For a moment the man looked surprised and a look of what might have been pity crossed his face . |	3	DEFAULT	DEFAULT	DEFAULT							
0.349078918234026	309	|And with the hound 's dream , the precision of the memory wavers like the bright colors and sharp edges of a drug dream . |	|Certainly the days that follow that first night have no such clarity in my mind . |	|I recall the spitting-wet days of winter 's end as I learned the route from my stall to the kitchen . |	1	DEFAULT									
0.724723001701473	106	|He did not look up immediately , and so I was able to study his rather bushy disarray of dark hair for some moments . |	|When he did look up , he seemed to take in both myself and the guard in one quick glance of his black eyes . |	|Well , Jason ? |	3	DEFAULT	DEFAULT	Jason							
0.165237583287782	200	|Why ? |	|You 're Chivalry 's man , ai n't you ? |	|Care for his horse , his hounds , and his hawks ? |	2	Chiv	DEFAULT								
0.816588779807169	290	|I found myself facing an ample box stall , populated with three hounds . |	|They had roused and lay , stick tails thumping in the straw at Burrich 's voice . |	|I moved uncertainly in amongst them and finally lay down next to an old bitch with a whitened muzzle and one torn ear . |	1	Burrich									
0.464441785857557	392	|So say my mother and I . |	|But our father the King is not a hasty man , as well we know . |	|Shrewd is as Shrewd does , as the common folk say . |	0										
0.911700495819434	211	|So said the old plowman what left him here . |	|He layered the meat and cheese onto a slab of bread , took an immense bite , and then spoke through it . |	|Said Chivalry ought to be glad he 'd seeded one child , somewhere , and should feed and care for him himself now . |	1	DEFAULT									
0.576697792756214	191	|Beside me , the man called Burrich set down his mug and glared around at Jason . |	|What 's this ? |	|he asked , sounding very much like the man in the warm chamber . |	0										
0.137191651410629	435	|And even if you ca n't , your master will . |	|An icy harshness had come into Regal 's voice , and I saw Burrich flinch from his voice as I had seen him cower from nothing else . |	|It made me afraid , and I drew the blanket up over my head and burrowed deeper into the straw . |	3	Regal	Burrich	DEFAULT							
0.775050847181444	245	|Young as I was , I still wondered what kind of man this was who , with one leg bandaged , could quell a room full of rough men with a look or a word . |	|Boy do n't have a name , Jason volunteered into the silence . |	|Just goes by ` boy . ' |	2	DEFAULT	Jason								
0.020558429896008	234	|He released my jaw and stooped awkwardly to pick up the bread and cheese I 'd dropped . |	|He brushed them off and handed them back to me . |	|I stared at the thick bandaging on his right calf and over his knee that had kept him from bending his leg . |	2	DEFAULT	DEFAULT								
0.645119043362748	124	|Boy does have Chiv 's look to him , does n't he ? |	|Fruitful Eda . |	|Who 'd have believed it of my illustrious and virtuous brother ? |	1	Eda									
0.749872868992886	231	|So I stared back at him with as much defiance as I could muster , and saw his upset masked suddenly with a sort of reluctant wonder . |	|And lastly he closed his eyes for a second , hooding them against some pain . |	|It 's a thing that will try her lady 's will to the edge of her very name , Burrich said softly . |	1	Burrich									
0.295332376074043	136	|Sir , he added . |	|The other did n't seem to notice the guard 's lapse in discipline . |	|The dark eyes roved over me , and the amusement in his smile grew broader . |	0										
0.429927811664008	264	|All the ice and snow that had softened during the day had gone back to sharpness with the coming of night . |	|The path cracked under my feet , and the wind seemed to find every crack and gap in my garments . |	|My feet and leggings had been warmed by the kitchen 's fire , but not quite dried , so the cold seized on them . |	1	DEFAULT									
0.972647352943307	420	|Especially as it regards dear Patience . |	|But the King has ordered that the bastard be brought to Buckkeep when you return . |	|Regal looked down on me as if ill satisfied . |	2	DEFAULT	DEFAULT								
0.613531066932817	306	|I watched him over the edge of the blanket as he took the lantern from its hook and wandered off , muttering to himself . |	|I remember that first night well , the warmth of the hounds , the prickling straw , and even the sleep that finally came as the pup cuddled close beside me . |	|I drifted into his mind and shared his dim dreams of an endless chase , pursuing a quarry I never saw , but whose hot scent dragged me onward through nettle , bramble , and scree . |	1	DEFAULT									
0.007177308154155	126	|Who 'd have believed it of my illustrious and virtuous brother ? |	|The guard made no response at all , nor was one expected from him . |	|He continued to stand alertly , awaiting the next command . |	1	DEFAULT									
0.717839219362619	19	|My life has been a web of secrets , secrets that even now are unsafe to share . |	|Shall I set them all down on fine paper , only to create from them flame and ash ? |	|Perhaps . |	1	DEFAULT									
0.221955263796726	180	|Hogsheads and small casks ranged against the wall , and smoked joints of meats were dark shapes hung from the rafters . |	|The table bore a clutter of food and dishes . |	|A chunk of meat on a spit was swung back from the flames and dripping fat onto the stone hearth . |	0										
0.501487426371352	199	|Prince Verity says so . |	|Why ? |	|You 're Chivalry 's man , ai n't you ? |	0										
0.872840066633189	88	|That 's who got him . |	|So let him do for him , and be glad he managed to father one child , somewhere . |	|For a moment the guard watched the old man walking away . |	2	DEFAULT	DEFAULT								
0.683442052501678	137	|The other did n't seem to notice the guard 's lapse in discipline . |	|The dark eyes roved over me , and the amusement in his smile grew broader . |	|So make it seven years or so , to allow for her belly to swell . |	2	DEFAULT	DEFAULT								
0.50578424610128	113	|Says it 's Prince Chivalry 's bastid , sir . |	|For a few moments the harried man behind the desk continued to regard me with some confusion . |	|Then something very like an amused smile lightened his features and he rose and came around the desk to stand with his fists on his hips , looking down on me . |	2	DEFAULT	DEFAULT								
0.514528617067458	149	|The guardsman shifted uncomfortably . |	|Do n't know , sir . |	|There was only the old plowman on the doorstep , and all him said was that this was Prince Chivalry 's bastid , and he was n't going to feed him ner put clothes on his back no more . |	1	DEFAULT									
0.902327865333605	396	|` Regal , ' he said , in that way he has . |	|` Do n't do what you ca n't undo , until you 've considered what you ca n't do once you 've done it . ' |	|Then he laughed . |	0										
0.875152451285609	369	|The question came from Verity . |	|Our father does . |	|My mother does not . |	1	DEFAULT									
0.515937440872763	73	|And when the house guard continued to stare at him , without judgment or even curiosity , he elaborated . |	|I 've fed him at my table for six years , and never a word from his father , never a coin , never a visit , though my daughter gives me to understand he knows he fathered a bastard on her . |	|I 'll not feed him any longer , nor break my back at a plow to keep clothes on his back . |	4	DEFAULT	DEFAULT	DEFAULT	DEFAULT						
0.200462946903347	444	|The only image I carry of him in my mind is from his portrait on the wall in Buckkeep . |	|Years later I was given to understand that his diplomacy had gone well indeed , securing a treaty and peace that lasted well into my teens and earning the respect and even fondness of the Chyurda . |	|In truth , I was his only failure that year , but I was a monumental one . |	2	DEFAULT	DEFAULT								
0.190623711273621	345	|And Verity dressed as his men dressed , in practical woolens of sturdy weave and subdued colors . |	|Only the crest on his breast showed brighter , in gold and silver thread . |	|But the younger man with him gleamed in scarlets and primrose , and his cloak drooped with twice the width of cloth needed to cover a man . |	1	Prince Verity									
0.85554747024764	333	|So ? |	|He 'll go back to sleep as soon as we leave . |	|Damn him , he has his father 's eyes as well . |	1	DEFAULT									
0.60775765734013	165	|Well , he said into the silence . |	|Something 's got to be done with him , at least until Chiv gets back . |	|Jason , see the boy 's fed and bedded somewhere , at least for tonight . |	2	Chiv	DEFAULT								
0.722501750166529	224	|But Burrich had stood suddenly . |	|Jason backed a hasty step or two before he realized I was Burrich 's target , not him . |	|Burrich gripped my shoulders and turned me to the fire . |	3	Jason	Burrich	DEFAULT							
0.774069032801221	410	|Prove he 's a man , that Chivalry can father a child . |	|Or maybe prove he 's a human , and can make mistakes like the rest of them . |	|Regal 's tone betrayed that he agreed with none of this . |	1	Chiv									
0.52415414396696	66	|And there is this . |	|The man who opened the door was no house servant , as I might imagine if I had only heard this story . |	|No , memory shows me a man-at-arms , a warrior , gone a bit to gray and with a belly more of hard suet than muscle , but not some mannered house servant . |	2	DEFAULT	DEFAULT								
0.494396953223984	20	|Shall I set them all down on fine paper , only to create from them flame and ash ? |	|Perhaps . |	|My memories reach back to when I was six years old . |	0										
0.558493578357334	312	|I was free to come and go there as I pleased . |	|Sometimes there was a cook in attendance , setting meat onto the hearth hooks or pummeling bread dough or breaching a cask of drink . |	|More often there was not , and I helped myself to whatever had been left out on the table , and shared generously with the pup that swiftly became my constant companion . |	0										
0.532216438561274	59	|I can still hear the words perfectly , the desperation in a voice that now would sound young to my ears . |	|Father , please , I beg you ! |	|A tremor shook the hand that gripped mine , but whether of anger or some other emotion , I shall never know . |	2	DEFAULT	DEFAULT								
0.24635077250241	152	|Said him what got him could care for him now . |	|The man shrugged as if the matter were of no great importance . |	|The boy looks well tended . |	1	DEFAULT									
0.039329924514912	276	|We moved past him , Burrich dragging the door to behind us . |	|He took the lantern that burned dimly by the door and led me on . |	|I entered a different world then , a night world where animals shifted and breathed in stalls , where hounds lifted their heads from their crossed forepaws to regard me with lambent eyes green or yellow in the lantern 's glow . |	2	Burrich	DEFAULT								
0.615408609328994	288	|That 's right , you cuddle up to Vixen , there . |	|She 'll take you in , and give a good slash to any that think to bother you . |	|I found myself facing an ample box stall , populated with three hounds . |	2	DEFAULT	Vixen								
0.095699402417097	298	|It 's rough quarters here for all of us at this outpost . |	|You 'll find Buckkeep a more hospitable place . |	|But for tonight , you 'll be warm here , and safe . |	1	DEFAULT									
0.163830168969132	257	|he asked at last . |	|I nodded , and he stood stiffly , to swing me off the table and onto the floor . |	|Come on , then , Fitz , he said , and moved out of the kitchen and down a different corridor . |	2	Fitz	DEFAULT								
0.631685966668983	323	|His eyes were green as copper ore , his nose the color of cooked liver , and the insides of his mouth and tongue were mottled pink and black . |	|When we were not eating in the kitchen , we wrestled in the courtyard or in the straw of the box stall . |	|Such was my world for however long it was I was there . |	0										
0.339692188740018	425	|Has my master no say in this ? |	|Burrich ventured to protest . |	|It seems to me that if he wants to settle a portion on the family of the boy 's mother , and set him aside , then , why surely for the sake of my Lady Patience 's sensibilities , he should be allowed that discretion - Prince Regal broke in with a snort of disdain . |	1	Burrich									
0.109578685683118	43	|Only that these , carved and bound with black iron hinges , decorated with a buck 's head and knocker of gleaming brass , were outside of my experience . |	|I recall that slush had soaked through my clothes , so my feet and legs were wet and cold . |	|And yet , again , I can not recall that I had walked far through winter 's last curses , nor that I had been carried . |	1	DEFAULT									
0.245042385038941	75	|I 'll not feed him any longer , nor break my back at a plow to keep clothes on his back . |	|Let him be fed by him what got him . |	|I 've enough to tend to of my own , what with my woman getting on in years , and this one 's mother to keep and feed . |	2	DEFAULT	DEFAULT								
0.899227018889909	41	|The doors were tall , not just to a six-year-old boy , but tall enough to admit giants , to dwarf even the rangy old man who towered over me . |	|And they looked strange to me , although I can not summon up what type of door or dwelling would have looked familiar . |	|Only that these , carved and bound with black iron hinges , decorated with a buck 's head and knocker of gleaming brass , were outside of my experience . |	1	DEFAULT									
0.195517003225191	413	|And this will make the people like him more , support his future kingship more ? |	|That he fathered a child on some wild woman before he married his queen ? |	|Verity sounded confused by the logic . |	3	DEFAULT	DEFAULT	DEFAULT							
0.530578228068824	385	|I am well aware that you precede me ; you need not flaunt it at me at every opportunity , Regal said coldly . |	|He glared down at me . |	|I still think it would be better not to have him about . |	2	DEFAULT	DEFAULT								
0.268334269355898	255	|He watched me silently a moment longer . |	|Had enough to eat ? |	|he asked at last . |	0										
0.777693790403313	25	|But on that day they suddenly begin , with a brightness and detail that overwhelms me . |	|Sometimes it seems too complete , and I wonder if it is truly mine . |	|Am I recalling it from my own mind , or from dozens of retellings by legions of kitchen maids and ranks of scullions and herds of stable boys as they explained my presence to each other ? |	1	DEFAULT									
0.879542066943387	116	|I did not feel threatened by his scrutiny ; rather it was as if something about my appearance pleased him inordinately . |	|I looked up at him curiously . |	|He wore a short dark beard , as bushy and disorderly as his hair , and his cheeks were weathered above it . |	2	DEFAULT	DEFAULT								
0.371315345325004	451	|It is a warm valley , centered on a gently flowing river that carves a wide plain that nestles between gently rising and rolling foothills . |	|A place to grow grapes and grain and plump children . |	|It is a soft holding , far from the borders , far from the politics of court , far from anything that had been Chivalry 's life up to then . |	0										
0.745039431613539	187	|He turned away from me . |	|I watched with interest as he broke a corner as big as his fist off a dark loaf , and then drew his belt knife to take a wedge of cheese off a wheel . |	|He pushed these into my hands , and then stepping to the fire , began sawing a man-sized portion of meat off the joint . |	2	DEFAULT	DEFAULT								
0.691205016605653	171	|He put a heavy hand on my shoulder and turned me back toward the door . |	|I went somewhat reluctantly , for the room was bright and pleasant and warm . |	|My cold feet had started to tingle , and I knew if I could stay a little longer , I would be warmed through . |	1	DEFAULT									
0.239075043687715	317	|My presence made some of them uncomfortable . |	|I grew accustomed to the mutter of voices that began whenever I left the kitchen . |	|Burrich was a constant in those days , giving me the same care he gave to Chivalry 's beasts ; I was fed , watered , groomed , and exercised , said exercise usually coming in the form of trotting at his heels as he performed his other duties . |	1	DEFAULT									
0.73479401330708	117	|I looked up at him curiously . |	|He wore a short dark beard , as bushy and disorderly as his hair , and his cheeks were weathered above it . |	|Heavy brows were raised above his dark eyes . |	1	DEFAULT									
0.550637544834422	388	|What if Chivalry never does get a legal heir on Patience ? |	|What if he chooses to recognize this ... boy ? |	|It could be very divisive to the nobles . |	2	Chiv	DEFAULT								
0.778638772681184	399	|Regal himself gave a short , bitter laugh . |	|I weary so of his humor . |	|Oh , said Verity again , and I lay still and wondered if he were trying to sort out the King 's words , or refraining from replying to his brother 's complaint . |	2	Prince Verity	Regal								
0.767587284852276	123	|Be damned , he finally said . |	|Boy does have Chiv 's look to him , does n't he ? |	|Fruitful Eda . |	2	Chiv	DEFAULT								
0.559073731328106	395	|He forbade any settling of the matter . |	|` Regal , ' he said , in that way he has . |	|` Do n't do what you ca n't undo , until you 've considered what you ca n't do once you 've done it . ' |	2	DEFAULT	Regal								
0.001844412392692	325	|Such was my world for however long it was I was there . |	|Not too long , I think , for I do not recall the weather changing . |	|All my memories of that time are of raw days and blustery wind , and snow and ice that partially melted each day but were restored by night 's freezes . |	1	DEFAULT									
0.966499421997236	202	|Care for his horse , his hounds , and his hawks ? |	|So ? |	|So , you got his little bastid , at least until Chivalry gets back and does otherwise with him . |	0										
0.799751780998438	192	|What 's this ? |	|he asked , sounding very much like the man in the warm chamber . |	|He had the same unruly blackness to his hair and beard , but his face was angular and narrow . |	1	DEFAULT									
0.906473994670296	409	|And now he thinks this will sway the people , make them warmer toward him . |	|Prove he 's a man , that Chivalry can father a child . |	|Or maybe prove he 's a human , and can make mistakes like the rest of them . |	1	Chiv									
0.199341240732895	217	|His voice was quiet and even , his words precise . |	|If my master has no heir , ` tis Eda 's will , and no fault of his manhood . |	|The Lady Patience has always been delicate , and - Even so , even so , Jason was quickly agreeing . |	2	Eda	DEFAULT								
0.908367788966578	443	|But I have no memory of such a meeting with my father . |	|The only image I carry of him in my mind is from his portrait on the wall in Buckkeep . |	|Years later I was given to understand that his diplomacy had gone well indeed , securing a treaty and peace that lasted well into my teens and earning the respect and even fondness of the Chyurda . |	2	DEFAULT	DEFAULT								
0.530457602831095	46	|No , it all starts there , right outside the doors of the stronghouse , with my small hand trapped inside the tall man 's . |	|Almost , it is like a puppet show beginning . |	|Yes , I can see it thus . |	0										
0.311940281353163	335	|Damn him , he has his father 's eyes as well . |	|I swear , I 'd have known his blood no matter where I saw him . |	|There 'll be no denying it to any that see him . |	2	DEFAULT	DEFAULT								
0.113571666360273	11	|I wonder if I can write this history , or if on every page there will be some sneaking show of a bitterness I thought long dead . |	|I think myself cured of all spite , but when I touch pen to paper , the hurt of a boy bleeds out with the sea-spawned ink , until I suspect each carefully formed black letter scabs over some ancient scarlet wound . |	|Both Fedwren and Patience were so filled with enthusiasm whenever a written account of the history of the Six Duchies was discussed that I persuaded myself the writing of it was a worthwhile effort . |	1	DEFAULT									
0.089169565345803	193	|he asked , sounding very much like the man in the warm chamber . |	|He had the same unruly blackness to his hair and beard , but his face was angular and narrow . |	|His face had the color of a man much outdoors . |	1	DEFAULT									
0.44707498525053	232	|And lastly he closed his eyes for a second , hooding them against some pain . |	|It 's a thing that will try her lady 's will to the edge of her very name , Burrich said softly . |	|He released my jaw and stooped awkwardly to pick up the bread and cheese I 'd dropped . |	2	DEFAULT	Burrich								
0.347732198877836	63	|Wordlessly he flung it , with great force and fury , and I cowered where I stood . |	|I do not recall a cry , nor the sound of struck flesh . |	|What I do remember is how the doors swung outward , so that the old man had to step hastily back , dragging me with him . |	1	deFAULT									
0.789582529723822	128	|He continued to stand alertly , awaiting the next command . |	|A soldier 's soldier . |	|The other man continued to regard me curiously . |	0										
0.219344725848053	31	|The last is most possible . |	|Perhaps it is even probable . |	|One hopes it is not the case . |	0										
0.123488543204026	401	|Oh , said Verity again , and I lay still and wondered if he were trying to sort out the King 's words , or refraining from replying to his brother 's complaint . |	|You discern his real reasons , of course , Regal informed him . |	|Which is ? |	2	Regal	Prince Verity								
0.307415834644475	322	|His coat was red and slick and short , and bristly in a way that prickled me through my clothes when we shared the horse blanket at night . |	|His eyes were green as copper ore , his nose the color of cooked liver , and the insides of his mouth and tongue were mottled pink and black . |	|When we were not eating in the kitchen , we wrestled in the courtyard or in the straw of the box stall . |	1	DEFAULT									
0.545074061839037	428	|The time for discretion was before he rolled the wench . |	|The Lady Patience is not the first woman to have to face her husband 's bastard . |	|Everyone here knows of his existence ; Verity 's clumsiness saw to that . |	2	Patience	DEFAULT								
0.596400781339531	411	|Or maybe prove he 's a human , and can make mistakes like the rest of them . |	|Regal 's tone betrayed that he agreed with none of this . |	|And this will make the people like him more , support his future kingship more ? |	1	Regal									
0.800815423481742	221	|He wiped his mouth hastily on his sleeve . |	|As like to Prince Chivalry as can be , as even his brother said but a while ago . |	|Not the Crown Prince 's fault if his Lady Patience ca n't carry his seed to term ... . |	2	Chiv	DEFAULT								
0.757489122792616	258	|I nodded , and he stood stiffly , to swing me off the table and onto the floor . |	|Come on , then , Fitz , he said , and moved out of the kitchen and down a different corridor . |	|His stiff leg made his gait ungainly , and perhaps the beer had something to do with it as well . |	2	DEFAULT	Fitz								
0.304861835392899	293	|The older male regarded me with a certain suspicion , but the third was a half-grown pup , and Nosy welcomed me with ear lickings , nose nipping , and much pawing . |	|I put an arm around him to settle him , and then cuddled in amongst them as Burrich had advised . |	|He threw a thick blanket that smelled much of horse down over me . |	3	DEFAULT	Burrich	Nosy							
0.006446421171338	336	|I swear , I 'd have known his blood no matter where I saw him . |	|There 'll be no denying it to any that see him . |	|But have neither you nor Burrich the sense of a flea ? |	1	DEFAULT									
0.694805723010752	259	|Come on , then , Fitz , he said , and moved out of the kitchen and down a different corridor . |	|His stiff leg made his gait ungainly , and perhaps the beer had something to do with it as well . |	|Certainly I had no trouble in keeping up . |	1	DEFAULT									
0.974827767451716	402	|You discern his real reasons , of course , Regal informed him . |	|Which is ? |	|He still favors Chivalry . |	0										
0.241658736140788	454	|It was a pasturing out , a gentle and genteel exile for a man who would have been King . |	|A velvet smothering for a warrior and a silencing of a rare and skilled diplomat . |	|And so I came to Buckkeep , sole child and bastard of a man I 'd never know . |	0										
0.965744198994893	453	|It is a soft holding , far from the borders , far from the politics of court , far from anything that had been Chivalry 's life up to then . |	|It was a pasturing out , a gentle and genteel exile for a man who would have been King . |	|A velvet smothering for a warrior and a silencing of a rare and skilled diplomat . |	0										
0.018725948533451	277	|He took the lantern that burned dimly by the door and led me on . |	|I entered a different world then , a night world where animals shifted and breathed in stalls , where hounds lifted their heads from their crossed forepaws to regard me with lambent eyes green or yellow in the lantern 's glow . |	|Horses stirred as we passed their stalls . |	1	DEFAULT									
0.091997094234726	334	|He 'll go back to sleep as soon as we leave . |	|Damn him , he has his father 's eyes as well . |	|I swear , I 'd have known his blood no matter where I saw him . |	2	DEFAULT	DEFAULT								
0.42628924479286	285	|I 'm jigged if I know what else to do with you . |	|If it were n't for the Lady Patience , I 'd be thinking this a fine god 's jest on the master . |	|Here , Nosy , you just move over and make this boy a place in the straw . |	2	Patience	DEFAULT								
0.088844480413725	247	|Just goes by ` boy . ' |	|This statement seemed to put everyone , even Burrich , at a loss for words . |	|The silence lingered as I finished bread and cheese and meat , and washed it down with a swallow or two of beer that Burrich offered me . |	1	Burrich									
0.11595791912242	3	|But we do not know the names of these earliest forebears . |	|And of the first real King , little more than his name and some extravagant legends remain . |	|Taker his name was , quite simply , and perhaps with that naming began the tradition that daughters and sons of his lineage would be given names that would shape their lives and beings . |	0										
0.559750284543174	62	|As swift as a black crow seizes a bit of dropped bread , the old man stooped and snatched up a frozen chunk of dirty ice . |	|Wordlessly he flung it , with great force and fury , and I cowered where I stood . |	|I do not recall a cry , nor the sound of struck flesh . |	2	DEFAULT	DEFAULT								
0.026208752971235	6	|Folk beliefs claim that such names were sealed to the newborn babes by magic , and that these royal offspring were incapable of betraying the virtues whose names they bore . |	|Passed through fire and plunged through salt water and offered to the winds of the air ; thus were names sealed to these chosen children . |	|So we are told . |	0										
0.517748314844689	70	|I think it rattled the old man a bit , and stimulated him , not to fear , but to anger . |	|For he suddenly dropped my hand and instead gripped me by the back of my coat and swung me forward , like a whelp offered to a prospective new owner . |	|I 've brought the boy to you , he said in a rusty voice . |	2	DEFAULT	DEFAULT								
0.426607392493143	163	|But it disappeared as swiftly , leaving him looking only discomfited , or mildly annoyed . |	|He glanced back at the map that still awaited him on the table . |	|Well , he said into the silence . |	1	DEFAULT									
0.957973915914728	35	|Sometimes I wonder about that grip . |	|The hand was hard and rough , trapping mine within it . |	|And yet it was warm , and not unkind as it held mine . |	1	DEFAULT									
0.590331067598268	30	|Or could the completeness of the memory be the bright overlay of the Skill , and the later drugs a man takes to control his addiction to it , the drugs that bring on pains and cravings of their own ? |	|The last is most possible . |	|Perhaps it is even probable . |	0										
0.485335447718835	13	|Both Fedwren and Patience were so filled with enthusiasm whenever a written account of the history of the Six Duchies was discussed that I persuaded myself the writing of it was a worthwhile effort . |	|I convinced myself that the exercise would turn my thoughts aside from my pain and help the time to pass . |	|But each historical event I consider only awakens my own personal shades of loneliness and loss . |	1	DEFAULT									
0.817208153808086	250	|The other men left the room gradually , in twos and threes , and still he sat there , drinking and looking at me . |	|Well , he said at long last . |	|If I know your father , he 'll face up to it square and do what 's right . |	1	DEFAULT									
0.126842148025011	159	|It was brass , then gold , then red as the flames in the fireplace moved . |	|Boy , I said . |	|I do not know if I was merely repeating what he and the guardsman had called me , or if I truly had no name besides the word . |	2	DEFAULT	DEFAULT								
0.168907053374309	168	|I 'll give some thought to what 's to be done with him tomorrow . |	|Ca n't have royal bastards cluttering up the countryside . |	|Sir , said Jason , neither agreeing nor disagreeing , but merely accepting the order . |	0										
0.239378127303459	189	|He pushed these into my hands , and then stepping to the fire , began sawing a man-sized portion of meat off the joint . |	|I wasted no time in filling my mouth with bread and cheese . |	|Beside me , the man called Burrich set down his mug and glared around at Jason . |	1	DEFAULT									
0.140069114360067	223	|Not the Crown Prince 's fault if his Lady Patience ca n't carry his seed to term ... . |	|But Burrich had stood suddenly . |	|Jason backed a hasty step or two before he realized I was Burrich 's target , not him . |	1	Burrich									
0.815333370781846	269	|The cold bit at me , and I stumbled and slipped on the icy pathway . |	|But something about Burrich did not permit me to whimper or beg quarter from him . |	|Instead I followed him doggedly . |	2	Burrich	DEFAULT								
0.854498014467686	301	|He stood a moment longer , looking down at us . |	|Horse , hound , and hawk , Chivalry . |	|I 've minded them all for you for many a year , and minded them well . |	1	Chiv									
0.302248356864862	2	|A complete telling would reach back beyond the founding of the First Duchy and , if such names were remembered , would tell us of Outislanders raiding from the sea , visiting as pirates a shore more temperate and gentler than the icy beaches of the Out Islands . |	|But we do not know the names of these earliest forebears . |	|And of the first real King , little more than his name and some extravagant legends remain . |	0										
0.140096040538003	316	|The men had a sameness about them , with their rough wool cloaks and leggings , their hard bodies and easy movements , and the crest of a leaping buck that each bore over his heart . |	|My presence made some of them uncomfortable . |	|I grew accustomed to the mutter of voices that began whenever I left the kitchen . |	1	DEFAULT									
0.769971253411689	329	|Rather it is warm and softly tinted , like a rich old tapestry seen in a dim room . |	|I recall being roused from sleep by the pup 's wriggling and the yellow light of a lantern being held over me . |	|Two men bent over me , but Burrich stood stiffly behind them and I was not afraid . |	1	DEFAULT									
0.029746214523878	246	|Boy do n't have a name , Jason volunteered into the silence . |	|Just goes by ` boy . ' |	|This statement seemed to put everyone , even Burrich , at a loss for words . |	0										
0.866681575364023	282	|Here , he said finally . |	|This 'll do . |	|For now , anyway . |	0										
0.610009540314854	10	|I have spoiled another leaf of the fine stuff , in what I suspect is a futile endeavor . |	|I wonder if I can write this history , or if on every page there will be some sneaking show of a bitterness I thought long dead . |	|I think myself cured of all spite , but when I touch pen to paper , the hurt of a boy bleeds out with the sea-spawned ink , until I suspect each carefully formed black letter scabs over some ancient scarlet wound . |	1	DEFAULT									
0.689963939433502	195	|His face had the color of a man much outdoors . |	|His eyes were brown rather than black , and his hands were long-fingered and clever . |	|He smelled of horses and dogs and blood and leathers . |	1	DEFAULT									
0.896289656905167	23	|Before that , there is nothing , only a blank gulf no exercise of my mind has ever been able to pierce . |	|Prior to that day at Moonseye , there is nothing . |	|But on that day they suddenly begin , with a brightness and detail that overwhelms me . |	0										
0.607098822393209	197	|He smelled of horses and dogs and blood and leathers . |	|He 's yours to watch over , Burrich . |	|Prince Verity says so . |	2	DEFAULT	Burrich								
0.993887586982765	319	|Burrich was a constant in those days , giving me the same care he gave to Chivalry 's beasts ; I was fed , watered , groomed , and exercised , said exercise usually coming in the form of trotting at his heels as he performed his other duties . |	|But those memories are blurry , and details , such as those of washing or changing garments , have probably faded with a six-year-olds calm assumptions of such things as normal . |	|Certainly I remember the hound pup , Nosy . |	0										
